,Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level,Sleep_Hours_per_Night
414,S1414,John,Jones,student414@university.com,Male,18,Engineering,67.42,92.83,61.54,85.31,92.77,7.03,90.87,75.348,B,10.7,Yes,Yes,unknown,High,1,5.7
415,S1415,Ali,Brown,student415@university.com,Female,18,Engineering,91.13,54.39,70.79,60.17,89.15,5.07,64.98,63.837500000000006,D,6.1,Yes,Yes,unknown,High,4,5.8
416,S1416,Ahmed,Jones,student416@university.com,Female,24,Mathematics,82.42,98.21,69.95,94.86,90.81,3.06,80.75,78.622,B,17.4,Yes,Yes,PhD,Medium,4,6.9
417,S1417,Sara,Williams,student417@university.com,Male,24,Business,64.5,75.84,76.2,65.83,99.49,4.61,63.11,72.3775,C,22.1,Yes,Yes,Bachelor's,Medium,6,4.9
418,S1418,Liam,Brown,student418@university.com,Female,24,Engineering,92.27,54.24,97.63,66.34,87.44,6.36,74.0,76.09100000000001,B,23.0,Yes,Yes,Bachelor's,Medium,3,6.2
419,S1419,Emma,Smith,student419@university.com,Female,19,Business,74.66,69.83,93.11,95.88,51.7,8.79,51.23,72.7895,C,15.4,Yes,No,PhD,Medium,2,4.3
420,S1420,Sara,Smith,student420@university.com,Male,18,CS,74.92,53.15,46.53,50.66,60.27,5.56,92.61,54.629000000000005,E,7.0,No,No,None,Low,3,5.8
421,S1421,Sara,Williams,student421@university.com,Male,18,CS,98.83,99.04,55.96,59.7,51.76,2.77,52.42,63.3065,D,15.1,Yes,Yes,unknown,Low,4,7.3
422,S1422,Emma,Jones,student422@university.com,Male,22,CS,97.36,90.84,89.99,75.26977360574269,59.5,0.43,61.22,77.62398868028714,B,8.0,No,Yes,High School,High,8,6.9
423,S1423,John,Johnson,student423@university.com,Female,24,Engineering,67.93,41.57,89.46,85.04,53.07,1.75,66.68,65.825,C,6.8,No,Yes,unknown,Medium,8,5.6
424,S1424,Liam,Williams,student424@university.com,Male,24,CS,57.03,96.87,56.52,82.38,75.08,6.5,81.26,70.9665,C,12.6,No,No,None,Medium,1,5.3
425,S1425,Ahmed,Brown,student425@university.com,Female,20,Business,66.28,83.26,83.84,83.47,51.41,1.6,86.0,76.6455,B,24.4,No,Yes,unknown,High,9,5.6
426,S1426,Ali,Brown,student426@university.com,Male,20,CS,51.52,44.94,80.32,94.0,73.63,4.82,54.02,63.769999999999996,D,24.2,No,Yes,Bachelor's,Low,4,4.3
427,S1427,Maria,Davis,student427@university.com,Female,21,Engineering,51.04,80.24,68.41,56.05,94.94,6.99,52.17,67.8955,C,20.2,No,Yes,None,Medium,4,5.3
428,S1428,Ali,Smith,student428@university.com,Female,20,CS,69.78,78.82,52.09,76.11,87.43,3.08,89.95,66.736,C,25.7,No,Yes,Master's,Low,4,7.5
429,S1429,Maria,Brown,student429@university.com,Male,23,CS,74.88505488474205,53.13,93.32,86.27,97.2,6.69,85.61,77.82,B,17.5,No,Yes,unknown,Medium,7,4.9
430,S1430,Ali,Williams,student430@university.com,Male,21,Business,93.57,85.51,80.67,81.81,61.33,5.81,91.58,77.8965,B,11.1,No,Yes,None,Low,2,4.7
431,S1431,Emma,Brown,student431@university.com,Female,24,Engineering,75.57,45.22,50.14,72.42,76.55,4.39,83.83,55.431,D,19.2,No,No,Bachelor's,Medium,7,8.2
432,S1432,Ahmed,Williams,student432@university.com,Female,22,Mathematics,78.26,69.37,82.29,50.86,65.93,8.97,87.55,72.97550000000001,C,28.1,No,Yes,None,Low,10,5.2
433,S1433,Liam,Johnson,student433@university.com,Male,20,Mathematics,50.3,40.6,84.49,53.02,74.69,6.92,68.95,64.75450000000001,D,5.9,Yes,Yes,PhD,Medium,2,5.3
434,S1434,Maria,Davis,student434@university.com,Male,22,CS,60.78,98.12,93.21,55.95,77.85,3.61,79.51,84.5035,B,29.1,No,Yes,Bachelor's,High,3,6.3
435,S1435,Liam,Smith,student435@university.com,Female,20,CS,74.88505488474205,85.09,53.37,67.16,51.81,8.04,90.27,65.102,C,23.6,No,Yes,None,Low,5,6.4
436,S1436,Liam,Brown,student436@university.com,Male,20,Business,87.73,49.53,99.33,55.88,61.66,7.38,58.61,70.235,C,22.2,No,No,unknown,Low,1,4.9
437,S1437,Liam,Williams,student437@university.com,Female,22,Mathematics,57.28,60.5,49.2,71.3,85.24,7.92,71.14,57.961,D,20.3,Yes,Yes,unknown,High,8,6.8
438,S1438,Omar,Jones,student438@university.com,Male,18,Engineering,76.1496214988645,49.63,76.04,58.93,88.65,6.41,87.02,68.0085,C,11.4,No,No,PhD,Medium,6,7.5
439,S1439,John,Smith,student439@university.com,Male,18,Business,82.17,86.0,79.43,88.96,78.47,3.79,76.63,77.251,B,27.1,No,Yes,None,Medium,4,6.4
440,S1440,Ali,Johnson,student440@university.com,Male,18,Business,61.47,43.53,65.14,93.57,63.54,3.49,84.08,60.75750000000001,D,29.3,Yes,Yes,PhD,Medium,3,8.5
441,S1441,Liam,Williams,student441@university.com,Female,23,CS,74.88505488474205,90.42,68.5,69.48,70.25,6.54,64.64,70.527,C,28.1,No,Yes,unknown,Low,7,9.0
442,S1442,Ali,Davis,student442@university.com,Male,18,Engineering,81.38,96.53,93.45,75.57,54.8,1.31,51.62,78.5795,B,7.7,Yes,Yes,PhD,Medium,6,6.6
443,S1443,Liam,Davis,student443@university.com,Female,20,Business,95.04,80.6,78.72,97.67,97.66,8.2,51.46,74.4165,C,23.4,No,Yes,unknown,Low,9,8.9
444,S1444,Maria,Johnson,student444@university.com,Male,24,Engineering,85.92,52.78,69.82,76.78,93.43,3.7,97.14,69.061,C,18.9,Yes,Yes,unknown,High,2,7.2
445,S1445,John,Johnson,student445@university.com,Female,19,CS,74.88505488474205,61.61,47.7,75.26977360574269,53.28,6.3,97.23,58.47348868028713,D,24.7,No,Yes,None,Medium,6,6.6
446,S1446,John,Davis,student446@university.com,Female,22,CS,79.37,68.63,40.44,57.11,58.32,4.99,60.56,51.3545,E,13.8,No,Yes,Bachelor's,Low,10,8.4
447,S1447,Emma,Brown,student447@university.com,Male,24,CS,65.54,76.28,47.5,93.11,79.05,5.19,57.37,59.4955,D,28.9,No,Yes,Bachelor's,Medium,1,8.8
448,S1448,Omar,Brown,student448@university.com,Female,19,CS,99.96,80.12,97.37,74.86,61.62,7.38,50.91,76.88850000000001,B,12.8,No,Yes,Bachelor's,Low,4,9.0
449,S1449,Emma,Williams,student449@university.com,Female,24,Mathematics,87.44,73.25,85.85,51.14,96.72,6.27,61.56,74.429,C,23.4,No,Yes,PhD,Low,4,7.8
450,S1450,Emma,Jones,student450@university.com,Female,23,CS,80.72,61.08,98.03,98.61,87.78,2.5,66.72,78.3235,B,17.6,Yes,No,unknown,Medium,9,6.4
451,S1451,Emma,Williams,student451@university.com,Female,19,CS,71.16,93.46,42.14,98.25,63.66,0.74,62.06,60.845499999999994,D,20.4,No,Yes,Bachelor's,Low,9,5.5
452,S1452,Emma,Jones,student452@university.com,Male,21,CS,80.91,44.88,80.81,69.16,50.31,8.4,89.87,65.93350000000001,C,7.9,No,Yes,unknown,Medium,8,6.8
453,S1453,Emma,Johnson,student453@university.com,Male,18,Engineering,67.08,67.98,42.66,97.71,89.97,8.85,87.47,61.5045,D,20.3,No,Yes,Bachelor's,High,8,7.9
454,S1454,Ahmed,Smith,student454@university.com,Male,23,Engineering,51.44,86.53,86.92,57.05,71.2,1.64,54.05,74.5625,C,19.1,No,Yes,unknown,High,5,4.1
455,S1455,John,Williams,student455@university.com,Female,24,CS,69.75,43.65,62.86,84.01,82.12,3.09,84.87,61.354,D,23.0,No,Yes,PhD,Medium,3,5.3
456,S1456,Emma,Williams,student456@university.com,Female,20,CS,96.52,82.32,45.75,59.6,64.35,2.82,76.03,59.840500000000006,D,12.2,No,Yes,None,High,10,5.8
457,S1457,Liam,Jones,student457@university.com,Male,18,CS,81.32,89.18,74.08,62.33,57.14,9.37,56.61,69.7175,C,25.8,No,Yes,PhD,Low,5,7.9
458,S1458,John,Johnson,student458@university.com,Male,18,Engineering,54.2,79.65,56.81,88.97,83.77,2.05,86.98,68.6115,C,28.6,Yes,No,High School,Medium,10,7.1
459,S1459,John,Johnson,student459@university.com,Female,19,CS,74.88505488474205,40.78,79.57,68.87,72.52,1.67,54.3,60.947,D,27.1,No,Yes,None,Low,7,6.1
460,S1460,Sara,Jones,student460@university.com,Male,21,Mathematics,63.44,50.81,79.49,50.36,61.76,1.82,58.86,62.1125,D,14.8,No,No,Bachelor's,Low,8,8.6
461,S1461,Ahmed,Johnson,student461@university.com,Male,18,Engineering,62.19,60.53,82.3,70.71,56.88,7.3,57.46,66.26,C,24.1,Yes,Yes,unknown,Medium,8,6.7
462,S1462,Emma,Davis,student462@university.com,Female,24,CS,64.85,54.02,99.55,61.4,79.02,8.88,96.95,79.2835,B,14.1,Yes,Yes,High School,Low,2,7.6
463,S1463,Ali,Brown,student463@university.com,Male,24,Business,78.86,97.76,63.2,84.17,86.28,3.93,84.91,75.4895,B,26.6,No,Yes,None,Low,7,7.3
464,S1464,Maria,Davis,student464@university.com,Female,22,CS,77.23,79.1,67.92,59.72,64.19,1.36,70.56,67.0,C,14.4,Yes,Yes,unknown,Low,4,8.3
465,S1465,Omar,Smith,student465@university.com,Male,22,Engineering,74.57,57.82,88.28,92.11,86.76,5.86,91.11,77.00800000000001,B,9.7,No,Yes,PhD,Low,4,8.1
466,S1466,Liam,Williams,student466@university.com,Female,18,CS,85.88,95.78,74.7,63.35,59.16,2.1,60.8,72.1335,C,17.2,Yes,Yes,PhD,Low,9,8.9
467,S1467,Ali,Smith,student467@university.com,Female,19,Engineering,65.83,84.44,42.24,69.65,66.92,0.64,96.55,62.695,D,8.4,No,Yes,Bachelor's,Low,7,5.9
468,S1468,Ahmed,Williams,student468@university.com,Female,19,Business,89.1,57.08,90.58,64.9,87.24,8.86,84.85,75.6415,B,19.7,No,Yes,Master's,Low,5,4.8
469,S1469,Maria,Brown,student469@university.com,Female,20,Mathematics,75.68118451025057,62.73,43.09,82.2,83.01,8.71,77.98,57.462,D,19.4,No,Yes,Bachelor's,High,5,7.8
470,S1470,Ahmed,Johnson,student470@university.com,Female,23,CS,89.13,51.97,50.25,55.06,63.53,9.76,89.73,56.146,D,17.3,No,No,Master's,Low,7,8.4
471,S1471,Liam,Davis,student471@university.com,Male,23,CS,83.19,98.26,46.12,73.9,56.11,4.74,82.24,64.892,D,20.1,No,Yes,None,Low,9,4.3
472,S1472,John,Jones,student472@university.com,Male,23,Engineering,84.16,71.04,44.68,74.16572280178838,52.12,2.94,94.36,58.85328614008942,D,29.4,No,No,None,Low,6,5.7
473,S1473,Maria,Davis,student473@university.com,Male,21,Mathematics,74.08,93.76,41.54,74.14574324324325,91.9,7.7,91.46,67.05728716216217,C,14.6,No,Yes,PhD,Low,10,8.0
474,S1474,John,Brown,student474@university.com,Female,19,Mathematics,83.35,60.79,43.3,53.67,53.76,1.8,59.89,49.6505,F,15.6,No,Yes,PhD,Low,7,7.4
475,S1475,Liam,Smith,student475@university.com,Male,20,CS,53.99,91.65,66.55,75.26977360574269,55.74,2.43,61.98,68.28848868028713,C,11.9,No,No,None,Medium,4,7.8
476,S1476,Ali,Jones,student476@university.com,Female,22,CS,92.58,43.23,55.17,58.38,61.89,2.56,53.25,50.099000000000004,E,9.6,No,Yes,Master's,High,9,6.7
477,S1477,Liam,Johnson,student477@university.com,Female,24,Engineering,52.78,98.93,47.59,54.43,72.28,9.52,61.01,63.3455,D,12.2,No,Yes,Bachelor's,Medium,8,5.9
478,S1478,Ali,Brown,student478@university.com,Male,23,CS,57.44,94.72,79.52,60.12,89.49,7.3,67.17,77.8835,B,10.3,No,Yes,None,High,9,8.1
479,S1479,Maria,Jones,student479@university.com,Female,22,CS,78.84,61.79,53.57,55.13,62.37,1.34,51.44,53.652,E,15.8,No,Yes,None,Medium,5,6.8
480,S1480,Maria,Brown,student480@university.com,Male,22,CS,86.97,86.48,41.14,76.05,77.18,0.93,65.75,59.5055,D,10.8,No,Yes,unknown,Low,1,6.6
481,S1481,Emma,Brown,student481@university.com,Female,18,Engineering,53.81,85.14,65.11,99.41,54.52,8.43,88.58,71.46,C,17.9,Yes,Yes,PhD,Medium,8,7.7
482,S1482,Ahmed,Johnson,student482@university.com,Female,21,Mathematics,75.68118451025057,94.08,58.63,51.72,73.23,8.02,92.02,71.085,C,12.2,No,Yes,Master's,Medium,8,5.0
483,S1483,Emma,Williams,student483@university.com,Male,20,Mathematics,75.68118451025057,58.44,59.12,73.06,58.88,6.71,50.44,55.700500000000005,D,15.6,No,Yes,unknown,Low,7,6.9
484,S1484,Ahmed,Jones,student484@university.com,Female,21,CS,80.3,67.93,66.72,69.3,60.56,1.96,50.36,60.843500000000006,D,8.2,No,Yes,High School,High,7,5.5
485,S1485,Emma,Johnson,student485@university.com,Male,18,Engineering,74.06,91.9,80.13,66.98,68.34,4.8,57.32,74.048,C,9.1,No,No,High School,High,5,4.1
486,S1486,John,Brown,student486@university.com,Female,20,Business,87.07,86.71,76.99,66.59,88.07,6.03,93.63,78.95599999999999,B,20.4,No,Yes,None,Medium,8,7.7
487,S1487,Maria,Johnson,student487@university.com,Male,20,CS,66.42,63.61,96.24,94.75,87.2,9.32,73.46,79.34100000000001,B,19.1,Yes,Yes,PhD,Low,3,6.4
488,S1488,Ali,Williams,student488@university.com,Female,19,Engineering,76.1496214988645,90.74,71.06,74.16572280178838,70.75,1.69,99.15,76.84928614008942,B,9.3,No,Yes,None,Low,5,8.5
489,S1489,Ahmed,Davis,student489@university.com,Male,21,Engineering,95.81,42.82,68.35,88.75,55.93,5.15,94.37,62.4885,D,12.4,No,Yes,High School,Medium,10,6.5
490,S1490,Liam,Jones,student490@university.com,Male,21,CS,97.78,86.92,52.8,62.65,64.03,1.58,94.51,66.641,C,10.5,No,Yes,High School,Low,10,4.1
491,S1491,Ahmed,Williams,student491@university.com,Female,19,Engineering,96.35,52.41,85.32,69.16,75.27,4.44,56.42,66.9005,C,24.9,Yes,Yes,Bachelor's,Low,9,6.0
492,S1492,Ali,Smith,student492@university.com,Male,22,CS,63.12,57.17,48.45,71.01,93.47,2.0,73.76,57.734,D,14.1,Yes,Yes,None,Low,8,4.9
493,S1493,Emma,Jones,student493@university.com,Female,18,Engineering,61.62,69.59,69.47,65.24,98.41,8.36,99.68,73.6585,C,15.1,No,Yes,None,Medium,9,8.6
494,S1494,Ahmed,Williams,student494@university.com,Female,21,CS,64.88,66.98,65.28,54.68,81.87,2.55,57.45,62.523,D,21.6,No,Yes,Master's,Medium,8,6.2
495,S1495,Omar,Brown,student495@university.com,Male,19,CS,72.07,71.23,79.5,55.72,67.53,4.17,78.71,71.1615,C,13.1,Yes,Yes,unknown,Medium,6,6.6
496,S1496,John,Jones,student496@university.com,Male,24,CS,65.71,72.69,95.06,64.91,84.67,4.08,67.21,78.1945,B,14.4,No,Yes,PhD,Low,7,5.8
497,S1497,Maria,Jones,student497@university.com,Male,20,Business,68.71,59.89,96.8,91.09,66.81,8.66,69.39,75.7695,B,24.9,No,Yes,unknown,High,6,6.6
498,S1498,Ali,Johnson,student498@university.com,Male,23,Engineering,81.03,50.51,50.07,56.73,81.27,7.58,94.54,58.179,D,24.9,Yes,Yes,None,Medium,2,4.4
499,S1499,Maria,Brown,student499@university.com,Male,24,Engineering,88.13,86.11,55.71,74.16572280178838,62.19,0.58,79.4,65.67778614008942,C,20.1,No,Yes,PhD,Medium,1,6.3
500,S1500,Omar,Smith,student500@university.com,Female,19,Engineering,86.78,64.0,88.7,64.44,63.35,0.67,87.94,74.26150000000001,C,19.0,No,Yes,Bachelor's,Medium,1,7.3
501,S1501,Ahmed,Davis,student501@university.com,Male,23,Engineering,90.72,70.35,71.1,94.17,53.76,5.51,83.66,68.9365,C,9.5,No,Yes,None,Medium,7,5.9
502,S1502,Ahmed,Williams,student502@university.com,Female,22,CS,51.61,78.68,67.18,71.42,71.01,4.28,76.45,68.8955,C,16.8,No,Yes,PhD,High,8,6.0
503,S1503,Liam,Johnson,student503@university.com,Male,18,Business,52.39,94.58,82.64,58.59,80.91,2.76,89.59,81.298,B,11.9,No,Yes,unknown,Medium,1,8.2
504,S1504,Omar,Williams,student504@university.com,Male,23,CS,89.47,82.45,76.12,99.29,89.44,7.93,98.54,80.1465,B,23.2,No,No,None,Medium,1,6.7
505,S1505,Ali,Smith,student505@university.com,Male,22,CS,76.65,42.73,98.24,58.83,90.52,1.29,98.34,76.7875,B,20.7,No,Yes,unknown,Medium,7,6.9
506,S1506,Liam,Smith,student506@university.com,Female,23,Business,78.91,90.31,75.04,78.38,99.62,9.74,89.47,80.382,B,14.4,No,Yes,High School,Low,5,5.5
507,S1507,John,Jones,student507@university.com,Male,20,CS,52.63,99.36,67.96,78.46,54.39,0.24,74.37,72.5535,C,18.4,Yes,Yes,None,Low,9,6.4
508,S1508,Liam,Smith,student508@university.com,Female,20,CS,62.77,68.35,72.57,68.64,74.66,1.18,58.16,65.7965,C,15.5,Yes,Yes,Master's,Medium,9,4.3
509,S1509,Sara,Williams,student509@university.com,Female,20,Engineering,81.92,98.18,88.51,97.57,76.07,3.11,52.22,80.423,B,8.7,No,Yes,PhD,Low,7,6.2
510,S1510,Ali,Brown,student510@university.com,Female,20,Engineering,92.96,72.84,76.76,92.19,90.23,5.09,61.57,72.0365,C,24.5,No,Yes,PhD,Low,7,8.0
511,S1511,Sara,Brown,student511@university.com,Male,19,Business,95.85,67.58,78.82,91.49,63.32,2.16,67.01,69.489,C,27.5,No,Yes,None,Medium,2,4.8
512,S1512,Omar,Jones,student512@university.com,Female,20,Engineering,75.02,59.88,98.29,74.16572280178838,53.47,7.36,56.49,72.18278614008942,C,28.3,No,Yes,High School,Medium,2,7.8
513,S1513,Emma,Davis,student513@university.com,Male,24,Engineering,77.27,79.45,77.1,72.86,65.69,3.58,61.24,70.2795,C,24.7,Yes,Yes,PhD,Medium,10,5.9
514,S1514,Sara,Williams,student514@university.com,Female,20,Business,91.65,53.79,62.82,54.86,99.2,0.39,54.18,59.385,D,25.5,No,Yes,PhD,Low,1,4.1
515,S1515,John,Williams,student515@university.com,Male,24,CS,76.88,46.3,81.48,88.27,94.97,8.78,76.18,69.9435,C,6.4,No,Yes,High School,Low,7,8.8
516,S1516,Liam,Smith,student516@university.com,Female,19,CS,75.84,41.63,79.57,69.04,69.76,9.44,56.32,61.5835,D,24.5,No,Yes,Master's,Low,5,4.9
517,S1517,Emma,Williams,student517@university.com,Male,20,Engineering,95.25,57.54,40.83,59.52,93.81,6.19,87.14,56.4545,D,12.6,Yes,Yes,None,High,1,5.7
518,S1518,Liam,Johnson,student518@university.com,Male,22,CS,74.88505488474205,63.75,68.04,74.16,51.64,8.07,66.63,62.423500000000004,D,8.4,Yes,Yes,None,Low,7,6.4
519,S1519,Sara,Davis,student519@university.com,Male,22,Mathematics,95.45,73.12,84.57,96.29,65.71,1.21,83.6,76.094,B,18.0,No,Yes,None,Low,7,8.7
520,S1520,Liam,Smith,student520@university.com,Female,21,Business,60.91,57.56,69.94,58.57,86.34,2.69,94.13,68.1825,C,19.3,Yes,Yes,Bachelor's,Low,10,6.9
521,S1521,Omar,Johnson,student521@university.com,Female,22,CS,76.22,99.04,86.78,92.43,61.07,3.25,54.3,78.50800000000001,B,17.1,No,Yes,None,High,3,8.5
522,S1522,Emma,Jones,student522@university.com,Male,18,CS,92.12,57.5,67.05,70.91,59.92,9.61,99.45,66.13050000000001,C,21.3,No,Yes,High School,Medium,3,6.8
523,S1523,Omar,Brown,student523@university.com,Female,18,CS,55.56,66.46,99.0,75.26977360574269,93.09,5.12,82.26,81.88248868028714,B,22.9,Yes,Yes,None,Low,4,5.0
524,S1524,Sara,Jones,student524@university.com,Female,18,CS,89.73,46.2,57.57,92.42,80.8,0.07,52.67,55.18300000000001,D,8.4,Yes,Yes,Master's,Low,7,6.8
525,S1525,Omar,Brown,student525@university.com,Female,19,CS,59.15,55.64,45.53,98.48,99.45,3.8,65.7,57.036,D,20.4,No,Yes,Bachelor's,High,7,4.5
526,S1526,John,Jones,student526@university.com,Female,22,Engineering,76.1496214988645,42.9,65.8,64.56,56.73,0.08,94.31,60.0965,D,6.4,Yes,Yes,High School,Low,8,4.6
527,S1527,Sara,Williams,student527@university.com,Female,24,Business,80.6,73.57,72.5,65.18,67.81,2.38,79.81,69.523,C,16.2,Yes,Yes,High School,Medium,9,4.6
528,S1528,Sara,Johnson,student528@university.com,Female,18,Business,59.66,85.06,60.95,69.53,65.56,4.55,64.36,65.559,C,7.5,Yes,Yes,unknown,Medium,5,4.1
529,S1529,Sara,Brown,student529@university.com,Female,21,CS,73.67,51.74,54.54,90.71,94.01,3.23,97.02,63.40200000000001,D,16.2,Yes,No,None,Medium,10,4.8
530,S1530,Ali,Smith,student530@university.com,Male,19,CS,84.1,62.07,80.32,50.52,62.76,0.33,89.36,69.868,C,9.4,No,Yes,Bachelor's,High,8,5.8
531,S1531,Liam,Johnson,student531@university.com,Male,21,Engineering,76.1496214988645,41.0,62.63,61.2,67.67,1.16,86.78,58.20400000000001,D,23.4,Yes,Yes,Bachelor's,Low,1,4.4
532,S1532,Ali,Smith,student532@university.com,Female,22,Business,71.36,90.37,77.88,85.29,57.14,5.51,94.42,78.1615,B,27.5,No,Yes,Bachelor's,High,2,4.0
533,S1533,Ali,Johnson,student533@university.com,Male,20,Business,94.97,86.8,86.74,70.28,88.77,6.96,88.49,82.4085,B,9.2,No,Yes,High School,Medium,8,4.6
534,S1534,John,Johnson,student534@university.com,Male,21,Mathematics,75.96,43.8,85.66,66.51,61.89,4.05,64.34,64.58200000000001,D,23.4,No,Yes,Master's,High,8,8.7
535,S1535,Emma,Jones,student535@university.com,Male,20,Engineering,75.29,61.89,62.52,93.61,53.42,7.31,79.19,62.74700000000001,D,8.7,Yes,Yes,High School,Low,9,6.6
536,S1536,Liam,Brown,student536@university.com,Female,19,Engineering,53.11,97.32,74.07,95.87,71.76,1.63,92.11,79.8255,B,15.8,Yes,Yes,unknown,Low,7,6.2
537,S1537,Omar,Brown,student537@university.com,Female,21,CS,96.11,63.52,66.98,97.4,69.57,1.22,59.04,63.416000000000004,D,20.6,No,Yes,unknown,Low,8,6.4
538,S1538,Ahmed,Johnson,student538@university.com,Female,21,Engineering,58.86,71.57,92.25,63.63,58.88,8.39,58.15,73.00399999999999,C,18.4,Yes,No,Bachelor's,Medium,2,6.8
539,S1539,Sara,Williams,student539@university.com,Female,23,CS,76.42,61.31,92.73,95.63,56.68,3.39,57.95,71.73100000000001,C,6.4,No,No,Bachelor's,Low,8,4.5
540,S1540,Omar,Williams,student540@university.com,Female,19,Engineering,90.18,75.77,60.62,86.85,94.83,4.32,59.71,66.1885,C,14.1,No,Yes,Bachelor's,High,3,6.9
541,S1541,Sara,Smith,student541@university.com,Male,19,Engineering,60.77,98.69,45.5,57.71,53.39,9.48,55.16,59.845,D,16.8,Yes,Yes,High School,Medium,10,8.2
542,S1542,John,Smith,student542@university.com,Female,18,CS,74.88505488474205,99.85,50.05,80.51,54.97,4.24,91.88,68.499,C,14.8,No,Yes,unknown,High,4,6.8
543,S1543,Sara,Jones,student543@university.com,Male,22,CS,62.03,86.48,62.02,51.32,62.25,0.03,90.92,68.8585,C,21.6,Yes,Yes,Bachelor's,Medium,7,8.4
544,S1544,Ali,Johnson,student544@university.com,Female,21,CS,87.98,64.26,73.85,85.42,97.64,9.38,57.57,68.7445,C,27.2,Yes,Yes,PhD,Medium,7,4.7
545,S1545,Liam,Smith,student545@university.com,Male,21,CS,78.22,69.67,79.41,86.68,54.27,0.14,85.28,71.7415,C,21.7,No,No,Master's,Low,6,8.1
546,S1546,Ahmed,Smith,student546@university.com,Female,24,CS,74.88505488474205,61.4,59.88,89.47,90.8,6.62,81.35,65.389,C,19.7,No,No,unknown,High,1,7.3
547,S1547,Maria,Davis,student547@university.com,Female,19,CS,94.73,99.13,80.05,58.63,94.6,3.23,63.81,78.92699999999999,B,8.7,No,Yes,High School,Medium,9,7.0
548,S1548,Sara,Johnson,student548@university.com,Female,19,CS,82.44,82.47,96.26,75.26977360574269,68.89,4.7,61.37,79.21448868028713,B,13.7,Yes,Yes,None,Medium,3,6.9
549,S1549,Omar,Jones,student549@university.com,Female,22,CS,86.27,66.94,79.12,58.94,64.69,5.47,62.53,67.452,C,18.7,Yes,Yes,unknown,High,10,4.6
550,S1550,Ali,Smith,student550@university.com,Female,19,Mathematics,77.46,40.73,49.51,97.33,83.87,4.08,86.53,56.4235,D,28.4,Yes,Yes,None,High,4,7.2
551,S1551,Maria,Jones,student551@university.com,Female,20,CS,69.22,71.23,74.78,83.75,85.13,7.74,65.97,70.7025,C,12.6,Yes,Yes,High School,Low,2,6.0
552,S1552,Ahmed,Brown,student552@university.com,Male,20,CS,82.41,99.04,72.51,54.77,89.0,9.31,63.9,75.453,B,13.4,No,Yes,PhD,High,5,4.3
553,S1553,Maria,Jones,student553@university.com,Female,23,Engineering,95.41,71.38,92.24,74.16572280178838,91.53,0.86,51.12,75.31328614008942,B,19.7,No,Yes,unknown,Low,6,5.0
554,S1554,Ali,Williams,student554@university.com,Male,20,Business,70.83,50.95,61.02,75.12164785553047,63.42,8.0,95.41,61.955082392776525,D,27.5,No,No,Master's,Medium,6,6.2
555,S1555,Liam,Williams,student555@university.com,Female,20,Engineering,65.72,41.33,65.38,73.83,84.35,1.29,87.64,61.8215,D,18.6,Yes,Yes,High School,Low,1,9.0
556,S1556,Liam,Jones,student556@university.com,Male,22,CS,74.88505488474205,61.28,75.92,75.26977360574269,56.75,0.8,73.64,66.21248868028714,C,9.4,No,Yes,Master's,High,4,6.2
557,S1557,Emma,Williams,student557@university.com,Male,21,Engineering,71.77,95.09,71.47,64.04,75.54,9.56,97.15,78.167,B,6.9,Yes,No,None,Medium,10,4.7
558,S1558,Liam,Brown,student558@university.com,Male,20,Business,53.68,99.79,83.14,82.9,80.64,4.89,64.68,80.35900000000001,B,27.2,No,Yes,unknown,High,4,8.5
559,S1559,Emma,Johnson,student559@university.com,Male,23,Business,74.92,96.72,42.42,58.85,58.09,1.53,83.74,62.537000000000006,D,21.7,No,Yes,None,Medium,3,4.2
560,S1560,Maria,Williams,student560@university.com,Male,19,Engineering,74.72,83.77,73.81,77.19,53.83,5.7,65.26,69.783,C,10.5,No,Yes,Bachelor's,High,7,4.6
561,S1561,John,Williams,student561@university.com,Male,20,Business,79.42,73.49,47.3,97.89,59.74,2.63,65.73,58.152,D,23.1,Yes,Yes,High School,High,4,6.4
562,S1562,Omar,Jones,student562@university.com,Female,23,Business,68.14,75.44,58.91,81.41,71.03,4.64,92.24,67.66550000000001,C,23.0,No,Yes,None,High,7,4.5
563,S1563,Omar,Brown,student563@university.com,Male,22,Engineering,80.66,72.34,79.7,52.5,94.39,6.25,89.35,75.744,B,24.3,No,Yes,unknown,Low,3,6.9
564,S1564,Maria,Johnson,student564@university.com,Female,24,Engineering,93.91,82.42,49.44,99.44,76.6,8.69,64.71,63.153999999999996,D,27.3,No,No,PhD,Low,4,4.8
565,S1565,Sara,Jones,student565@university.com,Female,24,Engineering,97.77,65.13,58.53,57.84,87.42,0.03,54.07,59.4405,D,8.8,No,Yes,Bachelor's,Medium,3,7.3
566,S1566,Sara,Jones,student566@university.com,Male,24,Business,79.18,80.15,82.18,85.9,58.71,2.14,67.88,73.3645,C,28.9,No,Yes,Master's,Low,4,4.6
